index,product,sub_category,brand,sale_price,market_price,type,rating,Quantity,description
398,Ultimate Choco Berry,Chocolates & Candies,RiteBite Max Protein,1073.5,1073.5,Granola & Cereal Bars,4.9,34," A BAR FOR EVERYONE: With 30gms of protein in each bar and 10gms of fiber, 5.5g of BCAA and goodness of berries. Max Protein Choco Berry protein bar is the perfect bar for your ultimate lifestyle with no preservatives and no artificial sweeteners with a balance of taste and health.

SUSTAINED ENERGY: Max Protein Choco Berry is yours go to performance energy bar, purposefully crafted with an ideal mix of 3 protein blends of whey protein, soy and casein and a punch of flavor with berries to sustain 5hrs of energy for your ultimate lifestyle.

WHOLESOME INGREDIENTS FOR A WHOLESOME EXPERIENCE: A bar that satiates your hunger and keeps you going with 5hrs of sustained energy. We aim to keep you healthier and provide a healthier option to your food choices with an irresistible combo of nutrition and flavor of berries and no added sugar.

DELICIOUS NUTRITION: Satisfy your cravings with a perfect blend of dark chocolate and almonds and no preservatives, 100% vegetarian.

YOUR ENERGY BUDDY: No time for breakfast before the video call? Need something energy boost for the grocery run? Got that midnight movie craving? Choose the healthier Max Protein bars as your energy and nutrition buddy. Don't skip on your health and weight goals. Have this bar handy for all the time whenever bored or binge eating hits you.

MADE IN INDIA : Max Protein is the first brand to launch nutrition & protein bars in India. We have created and nurtured protein bars category in Indian Market."
399,Steel Belly Shape Storage Dabba/ Container Set With PP Lid - Silver & Blue,Steel Utensils,Jensons,247.47,1124.35,Steel Storage Containers,3.8,220,"Jensons Stainless Steel Belly Puri Dabba/storage containers are made with high-quality stainless steel. This storage container features with beautiful mirror polish design which is easy to clean and maintain for timeless kitchen style. This container is essential to any kitchen and is versatile, space-saving and stylish. These are sturdy and durable, taking care of your food and ingredients for a long time. Use the containers to store kitchen ingredients like spices, lentils and grains, cookies and other kitchen staples."
400,Kool - Koko,Dairy,Amul,125.43,135.6,"Flavoured, Soya Milk",4.3,69,"Kool Koko is a fun, wholesome drink. Shake the can, open it and get pleasure from the yummy goodness of cafe. It is effortless to use a yummy drink that energizes you instantly with the goodness of milk.Serve it at home for parties or to your family instead of unhealthy fizzy drinks."
401,"Apple Cider Vinegar - With Mother, Unfiltered & Unpasteurized",Oils & Vinegar,TrueNature,565,565,Balsamic & Cider Vinegar,5,96,"True Nature Apple Cider Vinegar is 100% naturally fermented to 5% acidity from the finest and delicious Himalayan grown apples. It is unfiltered and unpasteurized and hence retains the benefits of the natural residue ""Mother"" which has the health benefits mentioned below and also retains essential minerals like sodium and potassium required by the body. Product Description: 1. 100% Natural, fermented to 5% acidity from the finest and delicious Himalayan grown apples 2. FSSAI Certified 3. 500ml plastic packing (Plastic Used is food grade plastic) 4. 18 months shelf life from the date of manufacture 5. No refrigeration required Following are the unique things of my product: 1. It is manufactured in Shimla where the qualities of the Apples are the best in India 2. To manufacture the Apple Cider Vinegar we require less temperature since it is a two-step (Apple Juice to Cider and then Cider to Vinegar) bacterial fermentation process. Shimla being a hill station with the desired temperatures gives us that leverage so that we manufacture it naturally instead of creating low temperatures artificially in the manufacturing setup if it is located elsewhere."
402,Dare Deodorant Spray - Men,Fragrances & Deos,Kamasutra,237.3,237.3,Men's Deodorants,3.9,231,Stolen kisses! Hazardous flings! Bold moves! Dangerous liaisons! Fatal attractions! And a man who sends pulses racing everywhere! These are just some of the benefits when you dare to be different with this warm and vibrant fragrance!
403,Svachh DLX Alpha Steel Outer Lid Pressure Cooker (20247),Cookware & Non Stick,Prestige,2327.8,2587.7,Pressure Cookers,3.3,136,"The Prestige Dlexue Alpha Svachh pressure cookers are made using the best quality stainless steel, which makes it perfect for any kitchen. Its unique Alpha base is designed for even distribution of heat and is also induction compatible. What's more, it also features built-in safety mechanisms in the form of pressure indicators, safety plug and controlled gaskets release system. Also, the scachh lid contains any spillage that might occur during the course of cooking, keeping your kitchen cleaner and safer than ever before. So, go ahead and bring home the Deluxe Alpha Svachh stainless steel pressure cooker, it's yet another Prestige product you can trust."
404,Hydrating Body Lotion,Skin Care,Nutrinorm,394.37,394.37,Body Care,4,77,"Nutrinorm’s Hydrating Body Lotion is enriched with Anti-oxidants and Vitamin E, providing a Natural, Healing and Soothing effect on the skin. Its unique herbal properties Strengthen, Protects and Rejuvenates the skin for enhanced cell function. While its natural moisturizer leaves the skin soft. The Hydrating Body lotion contains high-quality Virgin Coconut oil, Pure Olive oil, Grapeseed oil and Glycyrrhiza glabra which has a soothing effect on the skin and the formula absorbs the lotion quickly into the skin."
405,Nuts & Seeds Bar,Breakfast Cereals,RiteBite Max Protein,40.68,45.2,Granola & Cereal Bars,3.8,97,"A NUTTY TREAT: A the crunch of almonds and cashews in each bite and a kick of health with pumpkin seeds and flax seeds. To add on to this, this great combination is formulated WITH NO ADDED SUGAR NUTRITION AND MORE: With cashews and almonds that are rich in zinc and magnesium and source of other micronutrients. Dark chocolate that serves as a mood elevator and aids stress management, Oats that delivers Fibre and quinoa provides sustained energy with Low GI. A product with clean and natural ingredients and no preservatives and the benefits of flax seeds that are a good source of Omerag-3 fatty acids and pumpkin seeds that improves heart health.  YOUR GO-TO SNACK: A pack full of goodness for all your sweet cravings. No more guilt for your midnight binge or when you have a craving for something sweet. This little pack can get you through all those tiring commutes or even those quick exercise sessions. We have got you covered. MADE IN INDIA: We are truly local & Proudly Vocal about it."
406,"Nacho Chips - Cheese With Herbs, No Onion, No Garlic","Snacks, Dry Fruits, Nuts",Makino,52.997,79.1,Nachos & Chips,4.2,231,"Makino’s No Onion and No Garlic flavours are specially launched for people who don’t consume garlic, onion and potato in their diet or meal. We procure Non-GMO high protein Corn from Northern parts of India, in-process we bake raw chips, fry it with corn oil and add imported seasoning to give you the best taste without compromising the quality. These products are made in ISO 22000, FSSAI, HACCP, HALAL and US FDA approved plant. On the other side, our all products contain no MSG, no Preservative, zero trans fat and zero cholesterol so, feel free to consume. About Makino’s No Onion No Garlic Flavors, they are very unique in taste compare to Makino’s regular flavours."
407,Pistachio,"Snacks, Dry Fruits, Nuts",Rostaa,347.136,542.4,Dry Fruits & Berries,,173,"Made with the highest quality of carefully handpicked pistachios, the nuts are roasted to perfection and seasoned with just the right amount of salt. They make for wholesome and healthy snacks, the kind you would never want to stop eating."
408,7 O Click - Permasharp Stainless Blade,Men's Grooming,Gillette,24.3628,24.86,Shaving Care,4.1,216,"The Razor's Snap Lock Action makes shaving really convenient and hassle-free, unlike ordinary razors, its superior design ensures a firm hold and precise positioning of the blade, minimising any chances of nicks and cuts. So you can have a shave that's totally safe and comfortable."
409,Classic Sandalwood & Tulsi Hand Wash,Bath & Hand Wash,Santoor,236.17,236.17,Hand Wash & Sanitizers,3.8,48,Presenting Santoor hand wash with a blend of natural ingredients and unique formulation that not only fights germs but also keeps the hands soft. Its natural fragrance makes it pleasant to use and the ergonomically designed packs make it easy to keep in washbasins and sinks. Its unique formulation not only fights germs but has a pH balanced formulation that maintains the softness of the hands.
410,Chai/Stainless Steel Cups - For The Love Of Tea,Crockery & Cutlery,Hot Muggs,446.35,446.35,"Cups, Mugs & Tumblers",,23,This Lovely High Gloss Design in stainless steel with typographic design expressions for the Love Of Tea. The mugs have gloss reflections which add that extra style and distinctness to the product. It is ideal for gifting and adding that touch of style for elite homes/offices.
411,Brass Karpoor Arti - No.2,Pooja Needs,Trm,123.17,254.25,Other Pooja Needs,3.8,224,The camphor is placed and lit in the middle of the karpura Arthi holder and it is waved in circular fashion to show the gratitude and offerings to the God. The flames from the karpur arthi is partially touched with the hands and kept on the eyes as a part of the ritual to get positivity. The hovering of the hands is used to open the sense of touch and flames are used to open the sense of sight. It gives calmness to the mind.
412,Nikhaar Hair Removal Cream For All Skin Types,Feminine Hygiene,Veet,92.66,92.66,Hair Removal,4.1,40,"Enjoy a pleasant hair removal experience with Veet Nikhaar Hair Removal Cream – with the goodness of Turmeric, Sandal & Saffron- it gives you smooth and visibly brighter skin with every depilation. This hair depilation cream is pain-less and great for instant use. It effectively removes even short, stubborn hair and leaves skin moisturized for up to 24 hours. It can be used on legs, arms, bikini line and underarms for a perfectly finished hair-less skin. Veet Nikhaar Hair Removal Cream for all skin types gives you perfect hair removal results in just 3 to 6 minutes. Follow the steps mentioned in the pack using the special spatula provided. Before using the product, please read the pack precautions carefully. With regular use; get fewer, finer and softer hair growing back!"
413,Original Care Lip Balm For 24h Moisture With Shea Butter & Natural Oils,Skin Care,Nivea,129.724,158.2,Lip Care,4.3,56,"Nivea Original Care Lip Blam nourishes lips in such a way that they always look and feel their best. With its weightless texture, it makes effective all-around lip care for soft and smooth lips, with no colour. The skin on your lips is much thinner than rest of the body skin, it chaps and peels so easily and hence ideally should be kept moisturised with a lip care product. Nivea Original Lip Balm keeps your lips moisturised for up to 12 hours."
414,"Plastic Insulated Jr Casserole For Roti/Chapati Gift Set - White, Regalia",Flask & Casserole,Milton,835.07,1028.3,Casserole,3.5,188,"Bring home this Milton casserole and dig right into a tasty meal without waiting. Eating hot and fresh food is everyones desire and this casserole with a stainless steel interior and plastic outer body retains heat effectively for long periods of time. The double-walled insulation lets you say goodbye to the lengthy process of heating each item before consumption. Moreover, its charming aesthetics make it an ideal gifting solution for any occasion."
415,Sunspray Sunscreen SPF 30,Skin Care,INATUR ,330.525,508.5,Face Care,,85,"Inatur Sun Spray SPF 30 is an organic-mineral-aqueous system that ensures very high UVA & UVB protection. It is light, oil-free and excellent for sensitive skin, oily skin and delicate skin of babies and children. It is enriched with Carrot extracts - which helps in repairing tissues and protects from UV rays, heals sunburns, Honey extracts - which is full of antioxidants that help to slow down ageing, is extremely moisturizing and boosts the complexion and gives a healthy glow, Aloe Vera - that prevents skin ageing, treats sunburn and gives a radiant glow and Bergamot oil - a restorative skin toner."
